Variable,Label,Question,Question Text,Type,Response Type,Codes,Value Labels,Page,Section,Derived,Hidden,Row,Column,Option,Notes
FAV_WHY,Why is … your favourite?,Q52,Why is … your favourite?,text,long_text,,,p_brand_fav,,,,,,,
BRAND_AGREE_1,Q53 — Apple,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,1,,,
BRAND_AGREE_2,Q53 — Samsung,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,2,,,
BRAND_AGREE_3,Q53 — Google,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,3,,,
BRAND_AGREE_4,Q53 — Xiaomi,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,4,,,
BRAND_AGREE_5,Q53 — OnePlus,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,5,,,
BRAND_AGREE_6,Q53 — Sony,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,6,,,
BRAND_AGREE_7,Q53 — Microsoft,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,7,,,
BRAND_AGREE_8,Q53 — Amazon,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,8,,,
BRAND_AGREE_9,Q53 — Huawei,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,9,,,
BRAND_AGREE_10,Q53 — Lenovo,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,10,,,
BRAND_AGREE_11,Q53 — Dell,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,11,,,
BRAND_AGREE_12,Q53 — LG,Q53,How much do you agree that each brand offers good value for money?,numeric,matrix_single,"1,2,3,4,5",1=Strongly disagree; 2=Disagree; 3=Neither agree nor disagree; 4=Agree; 5=Strongly agree,p_brand_grids,,,,12,,,
BRAND_ASSOC_1_1,Q54 — Apple / Innovative,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,1,,1,
BRAND_ASSOC_1_2,Q54 — Apple / Reliable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,1,,2,
BRAND_ASSOC_1_3,Q54 — Apple / Expensive,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,1,,3,
BRAND_ASSOC_1_4,Q54 — Apple / Good value,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,1,,4,
BRAND_ASSOC_1_5,Q54 — Apple / Stylish,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,1,,5,
BRAND_ASSOC_1_6,Q54 — Apple / Secure,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,1,,6,
BRAND_ASSOC_1_7,Q54 — Apple / Sustainable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,1,,7,
BRAND_ASSOC_2_1,Q54 — Samsung / Innovative,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,2,,1,
BRAND_ASSOC_2_2,Q54 — Samsung / Reliable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,2,,2,
BRAND_ASSOC_2_3,Q54 — Samsung / Expensive,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,2,,3,
BRAND_ASSOC_2_4,Q54 — Samsung / Good value,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,2,,4,
BRAND_ASSOC_2_5,Q54 — Samsung / Stylish,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,2,,5,
BRAND_ASSOC_2_6,Q54 — Samsung / Secure,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,2,,6,
BRAND_ASSOC_2_7,Q54 — Samsung / Sustainable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,2,,7,
BRAND_ASSOC_3_1,Q54 — Google / Innovative,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,3,,1,
BRAND_ASSOC_3_2,Q54 — Google / Reliable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,3,,2,
BRAND_ASSOC_3_3,Q54 — Google / Expensive,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,3,,3,
BRAND_ASSOC_3_4,Q54 — Google / Good value,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,3,,4,
BRAND_ASSOC_3_5,Q54 — Google / Stylish,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,3,,5,
BRAND_ASSOC_3_6,Q54 — Google / Secure,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,3,,6,
BRAND_ASSOC_3_7,Q54 — Google / Sustainable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,3,,7,
BRAND_ASSOC_4_1,Q54 — Xiaomi / Innovative,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,4,,1,
BRAND_ASSOC_4_2,Q54 — Xiaomi / Reliable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,4,,2,
BRAND_ASSOC_4_3,Q54 — Xiaomi / Expensive,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,4,,3,
BRAND_ASSOC_4_4,Q54 — Xiaomi / Good value,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,4,,4,
BRAND_ASSOC_4_5,Q54 — Xiaomi / Stylish,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,4,,5,
BRAND_ASSOC_4_6,Q54 — Xiaomi / Secure,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,4,,6,
BRAND_ASSOC_4_7,Q54 — Xiaomi / Sustainable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,4,,7,
BRAND_ASSOC_5_1,Q54 — OnePlus / Innovative,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,5,,1,
BRAND_ASSOC_5_2,Q54 — OnePlus / Reliable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,5,,2,
BRAND_ASSOC_5_3,Q54 — OnePlus / Expensive,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,5,,3,
BRAND_ASSOC_5_4,Q54 — OnePlus / Good value,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,5,,4,
BRAND_ASSOC_5_5,Q54 — OnePlus / Stylish,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,5,,5,
BRAND_ASSOC_5_6,Q54 — OnePlus / Secure,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,5,,6,
BRAND_ASSOC_5_7,Q54 — OnePlus / Sustainable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,5,,7,
BRAND_ASSOC_6_1,Q54 — Sony / Innovative,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,6,,1,
BRAND_ASSOC_6_2,Q54 — Sony / Reliable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,6,,2,
BRAND_ASSOC_6_3,Q54 — Sony / Expensive,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,6,,3,
BRAND_ASSOC_6_4,Q54 — Sony / Good value,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,6,,4,
BRAND_ASSOC_6_5,Q54 — Sony / Stylish,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,6,,5,
BRAND_ASSOC_6_6,Q54 — Sony / Secure,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,6,,6,
BRAND_ASSOC_6_7,Q54 — Sony / Sustainable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,6,,7,
BRAND_ASSOC_7_1,Q54 — Microsoft / Innovative,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,7,,1,
BRAND_ASSOC_7_2,Q54 — Microsoft / Reliable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,7,,2,
BRAND_ASSOC_7_3,Q54 — Microsoft / Expensive,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,7,,3,
BRAND_ASSOC_7_4,Q54 — Microsoft / Good value,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,7,,4,
BRAND_ASSOC_7_5,Q54 — Microsoft / Stylish,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,7,,5,
BRAND_ASSOC_7_6,Q54 — Microsoft / Secure,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,7,,6,
BRAND_ASSOC_7_7,Q54 — Microsoft / Sustainable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,7,,7,
BRAND_ASSOC_8_1,Q54 — Amazon / Innovative,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,8,,1,
BRAND_ASSOC_8_2,Q54 — Amazon / Reliable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,8,,2,
BRAND_ASSOC_8_3,Q54 — Amazon / Expensive,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,8,,3,
BRAND_ASSOC_8_4,Q54 — Amazon / Good value,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,8,,4,
BRAND_ASSOC_8_5,Q54 — Amazon / Stylish,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,8,,5,
BRAND_ASSOC_8_6,Q54 — Amazon / Secure,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,8,,6,
BRAND_ASSOC_8_7,Q54 — Amazon / Sustainable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,8,,7,
BRAND_ASSOC_9_1,Q54 — Huawei / Innovative,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,9,,1,
BRAND_ASSOC_9_2,Q54 — Huawei / Reliable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,9,,2,
BRAND_ASSOC_9_3,Q54 — Huawei / Expensive,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,9,,3,
BRAND_ASSOC_9_4,Q54 — Huawei / Good value,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,9,,4,
BRAND_ASSOC_9_5,Q54 — Huawei / Stylish,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,9,,5,
BRAND_ASSOC_9_6,Q54 — Huawei / Secure,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,9,,6,
BRAND_ASSOC_9_7,Q54 — Huawei / Sustainable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,9,,7,
BRAND_ASSOC_10_1,Q54 — Lenovo / Innovative,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,10,,1,
BRAND_ASSOC_10_2,Q54 — Lenovo / Reliable,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,10,,2,
BRAND_ASSOC_10_3,Q54 — Lenovo / Expensive,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,10,,3,
BRAND_ASSOC_10_4,Q54 — Lenovo / Good value,Q54,Which of these words do you associate with each brand? (select all that apply),numeric,matrix_multi,"0,1",0=Not selected; 1=Selected,p_brand_grids,,,,10,,4,
